m01oak00001CC	AT5G62080
m01oak02010cC	AT4G23100
m01oak02011cC	AT3G07990
m01oak02015cf	AT5G20660
m01oak02016cC	AT5G56740
m01oak02017cC	AT2G34710
m01oak02019CC	AT2G19520
m01oak02021CF	AT1G09660
m01oak02027cC	AT3G16720
m01oak02033Ct	AT1G55480
m01oak02035cC	AT1G24260
m01oak02037CF	AT3G11410
m01oak02038Ct	AT4G19120
m01oak02039CC	AT5G03040
m01oak02040cf	AT1G67230
m01oak02043cC	AT1G64550
m01oak02044Ct	AT5G25760
m01oak02047cC	AT2G33470
m01oak02052CC	AT4G04860
m01oak02055cC	AT3G12290
m01oak02056cC	AT4G00730
m01oak02058jC	AT5G58230
m01oak02061CF	AT3G21180
m01oak02062cC	AT5G07830
m01oak02063jC	AT5G64570
m01oak02065CC	AT1G50430
m01oak02069cC	AT1G04635
m01oak02070CC	AT1G77490
m01oak02071cC	AT5G02100
m01oak02074CC	AT4G12650
m01oak02075cC	AT5G62790
m01oak02076CC	AT5G03290
m01oak02078Ct	AT2G23670
m01oak02079cC	AT1G11750
m01oak02081CC	AT1G06550
m01oak02083cC	AT5G51720
m01oak02084cM	AT2G03150
m01oak02086CC	AT1G14410
m01oak02089CI	AT1G22850
m01oak02094CC	AT1G63980
m01oak02099cC	AT1G61110
m01oak02101cC	AT5G20080
m01oak02102CC	AT1G64880
m01oak02105cC	AT2G40540
m01oak02106cC	AT4G21960
m01oak02107cC	AT5G19390
m01oak02108CF	AT5G61150
m01oak02109JC	AT3G46780
m01oak02111CC	AT2G21940
m01oak02112CC	AT1G27680
m01oak02115CC	AT2G44610
m01oak02116Ct	AT5G16620
m01oak02117cf	AT2G47580
m01oak02120cC	AT3G16170
m01oak02121Ct	AT1G71160
m01oak02122cC	AT3G17860
m01oak02124cC	AT3G59400
m01oak02126cC	AT1G52740
m01oak02129cF	AT3G24190
m01oak02130CC	AT1G09840
m01oak02131Ct	AT3G56010
m01oak02132CC	AT3G61050
m01oak02136cC	AT5G42740
m01oak02137CC	AT3G48460
m01oak02139Ct	AT5G64610
m01oak02141Ci	AT4G09670
m01oak02142cC	AT1G17370
m01oak02143Ct	AT1G10865
m01oak02145CF	AT5G16510
m01oak02147cC	AT1G60970
m01oak02151cC	AT1G08970
m01oak02152CC	AT1G64970
m01oak02153jT	AT5G20510
m01oak02156cf	AT4G33680
m01oak02158cC	AT2G40430
m01oak02159CT	AT5G23060
m01oak02160CC	AT2G40060
m01oak02161Ct	AT5G17170
m01oak02162cC	AT1G09270
m01oak02163cC	AT4G25670
m01oak02165Cz	AT2G47840
m01oak02169CC	AT1G72330
m01oak02172CC	AT3G22660
m01oak02173cC	AT4G22000
m01oak02174CC	AT5G17770
m01oak02176ci	AT5G26710
m01oak02180CC	AT3G54540
m01oak02183CF	AT4G27680
m01oak02184CC	AT4G27310
m01oak02185cC	AT2G18230
m01oak02186cC	AT5G62090
m01oak02188CT	AT5G13840
m01oak02190CC	AT5G52200
m01oak02191CC	AT4G15790
m01oak02194JC	AT1G17220
m01oak02195Cz	AT2G26110
m01oak02199cC	AT4G26670
m01oak02201cC	AT4G31860
m01oak02203cC	AT3G12630
m01oak02205cC	AT4G20980
m01oak02206CC	AT3G22960
m01oak02207cF	AT2G24490
m01oak02209CC	AT5G65620
m01oak02210CC	AT2G34040
m01oak02212cf	AT1G21880
m01oak02214cC	AT2G42220
m01oak02216cF	AT1G65440
m01oak02218jC	AT2G07690
m01oak02227sC	AT5G11560
m01oak02228cC	AT5G09760
m01oak02229cC	AT4G30600
m01oak02233CC	AT4G02920
m01oak02234CC	AT2G28910
m01oak02237CC	AT1G23280
m01oak02239cC	AT2G36930
m01oak02241cC	AT2G21270
m01oak02244JC	AT2G26580
m01oak02245CC	AT1G20050
m01oak02246CC	AT4G24220
m01oak02247cf	AT4G24940
m01oak02248CC	AT5G07020
m01oak02250CC	AT4G20850
m01oak02251CF	AT4G22740
m01oak02253CT	AT5G19440
m01oak02255cC	AT4G01000
m01oak02256CF	AT1G06950
m01oak02257cC	AT3G53900
m01oak02258CC	AT5G18810
m01oak02259CC	AT1G05170
m01oak02261cC	AT5G26850
m01oak02264cF	AT2G43950
m01oak02265CC	AT1G73760
m01oak02269CC	AT5G07010
m01oak02272cT	AT4G10320
m01oak02273CC	AT3G57880
m01oak02274cC	AT4G29670
m01oak02278CC	AT2G42910
m01oak02280CC	AT1G06780
m01oak02283CC	AT1G78070
m01oak02284CC	AT4G00830
m01oak02288jC	AT4G38600
m01oak02289JT	AT5G13430
m01oak02290cC	AT3G51860
m01oak02293CC	AT5G26030
m01oak02294CC	AT2G25737
m01oak02295cC	AT5G11520
m01oak02297CC	AT5G17710
m01oak02298CC	AT1G68540
m01oak02301CC	AT1G74730
m01oak02303CT	AT3G56150
m01oak02304cF	AT5G04290
m01oak02305cC	AT5G24470
m01oak02307cC	AT3G05420
m01oak02309CC	AT2G28840
m01oak02310cT	AT1G72040
m01oak02311CF	AT5G27990
m01oak02317CC	AT5G38720
m01oak02323cC	AT4G14890
m01oak02324CC	AT4G39280
m01oak02327CC	AT1G63830
m01oak02328CC	AT5G66010
m01oak02332cF	AT4G01320
m01oak02335cC	AT5G14520
m01oak02337cC	AT4G25640
m01oak02338cf	AT3G50360
m01oak02339CC	AT4G39850
m01oak02341CC	AT3G13120
m01oak02343CF	AT1G64390
m01oak02348cC	AT2G30410
m01oak02350cC	AT2G35530
m01oak02352SC	AT4G38130
m01oak02353CC	AT2G45790
m01oak02354cC	AT5G15220
m01oak02355CC	AT2G40820
m01oak02356CC	AT3G53710
m01oak02360cC	AT5G23090
m01oak02361ct	AT5G37020
m01oak02362CT	AT2G33450
m01oak02366cC	AT3G15660
m01oak02368CC	AT1G12840
m01oak02369cF	AT3G57550
m01oak02371cC	AT3G07050
m01oak02372cC	AT1G76310
m01oak02373JC	AT5G53000
m01oak02374CC	AT4G28950
m01oak02376Ct	AT4G30020
m01oak02377cC	AT1G44900
m01oak02378cC	AT5G17020
m01oak02384CC	AT3G60190
m01oak02385cC	AT1G06410
m01oak02388CF	AT3G44750
m01oak02389jC	AT5G62610
m01oak02390cC	AT3G27740
m01oak02391CC	AT3G07770
m01oak02395cf	AT2G38550
m01oak02396Ct	AT1G14810
m01oak02398cC	AT1G23800
m01oak02399cC	AT5G42560
m01oak02400cC	AT2G44820
m01oak02402CC	AT4G28300
m01oak02405JC	AT5G04885
m01oak02407cC	AT3G16920
m01oak02408CC	AT3G12800
m01oak02412CC	AT4G12060
m01oak02413cC	AT2G39760
m01oak02414CC	AT3G59350
m01oak02415cC	AT3G16510
m01oak02416cC	AT4G23460
m01oak02419ct	AT5G10290
m01oak02420CC	AT2G32150
m01oak02421CC	AT5G13000
m01oak02422CT	AT2G37080
m01oak02425CC	AT4G11410
m01oak02426cC	AT4G23500
m01oak02427CC	AT1G68490
m01oak02428CC	AT5G02120
m01oak02429cC	AT4G25340
m01oak02431CC	AT4G30950
m01oak02432Ct	AT3G20600
m01oak02437Cz	AT1G60000
m01oak02438cC	AT2G16800
m01oak02441CC	AT5G40760
m01oak02442cC	AT4G37210
m01oak02443CC	AT1G10940
m01oak02444Cz	AT4G02840
m01oak02445CC	AT1G74920
m01oak02446CC	AT5G27860
m01oak02447cC	AT4G02510
m01oak02452CC	AT2G34460
m01oak02454JC	AT3G42050
m01oak02456CC	AT2G39770
m01oak02461CC	AT5G57345
m01oak02462Ct	AT4G14770
m01oak02464cC	AT2G26330
m01oak02466cC	AT5G63890
m01oak02467cC	AT5G59950
m01oak02470CC	AT1G54100
m01oak02471jC	AT5G27540
m01oak02473CF	AT5G57410
m01oak02476cF	AT2G40830
m01oak02477CC	AT4G34460
m01oak02478CC	AT4G32915
m01oak02479CF	AT5G02160
m01oak02480CC	AT5G55280
m01oak02481CC	AT5G24530
m01oak02482CC	AT5G62570
m01oak02485CC	AT1G52690
m01oak02487sC	AT3G58640
m01oak02489cf	AT5G12950
m01oak02490jC	AT1G14685
m01oak02491cT	AT4G13640
m01oak02493cC	AT1G30220
m01oak02494CC	AT2G38270
m01oak02495cC	AT2G41680
m01oak02496CC	AT4G13780
m01oak02497CC	AT4G09040
m01oak02499CF	AT4G36940
m01oak02500CC	AT5G63460
m01oak02502cC	AT5G03460
m01oak02503cF	AT5G17440
m01oak02504cC	AT2G19830
m01oak02505cF	AT3G51280
m01oak02507cT	AT5G47100
m01oak02510jC	AT3G59990
m01oak02511cC	AT3G25290
m01oak02512cC	AT3G25860
m01oak02513cC	AT1G65270
m01oak02515cC	AT4G23980
m01oak02516CC	AT3G56400
m01oak02517cC	AT1G75170
m01oak02518cC	AT1G71500
m01oak02519CC	AT4G10300
m01oak02520cC	AT1G65260
m01oak02522CC	AT5G47780
m01oak02524jC	AT3G50690
m01oak02525CC	AT4G14746
m01oak02526CC	AT1G42960
m01oak02527sC	AT3G59510
m01oak02528CC	AT1G71980
m01oak02530CF	AT1G79340
m01oak02532cC	AT3G18760
m01oak02533CC	AT1G31800
m01oak02534cC	AT1G55840
m01oak02536cC	AT1G48480
m01oak02539Cf	AT2G41740
m01oak02542CC	AT5G47380
m01oak02544CC	AT4G28880
m01oak02545cC	AT4G16520
m01oak02548cC	AT1G64980
m01oak02550cC	AT4G04910
m01oak02552CC	AT1G71691
m01oak02554CC	AT4G09010
m01oak02557CT	AT5G56360
m01oak02560cC	AT4G14300
m01oak02561CC	AT3G20770
m01oak02562CC	AT2G06530
m01oak02563cC	AT1G17200
m01oak02564cC	AT3G03890
m01oak02567CC	AT5G24490
m01oak02570cC	AT1G04290
m01oak02571CT	AT4G37510
m01oak02573cT	AT3G04550
m01oak02574Ct	AT5G53070
m01oak02575CC	AT5G17560
m01oak02576cC	AT3G03940
m01oak02577cC	AT4G16450
m01oak02578cC	AT3G49550
m01oak02580Cz	AT2G38710
m01oak02582Ci	AT4G33410
m01oak02584CC	AT4G17960
m01oak02586cC	AT3G08890
m01oak02591CC	AT5G18580
m01oak02594cC	AT1G69420
m01oak02595cC	AT4G30330
m01oak02597cC	AT2G02560
m01oak02599cC	AT3G47550
m01oak02601cC	AT2G27920
m01oak02603cC	AT1G07990
m01oak02604cc	AT5G28300
m01oak02606JC	AT5G53620
m01oak02607cF	AT5G61510
m01oak02608Ct	AT1G24050
m01oak02611JC	AT5G39040
m01oak02614CC	AT3G62310
m01oak02617Ct	AT4G38220
m01oak02618cC	AT3G51370
m01oak02621cF	AT4G13350
m01oak02623cC	AT3G22480
m01oak02625cF	AT5G02810
m01oak02627cC	AT1G60200
m01oak02629cC	AT5G64550
m01oak02630cC	AT3G55520
m01oak02631cC	AT3G52150
m01oak02636cC	AT1G07320
m01oak02638cC	AT3G45850
m01oak02639cC	AT3G51820
m01oak02640Ct	AT1G16170
m01oak02642CF	AT1G07480
m01oak02644CC	AT5G42850
m01oak02646cC	AT5G44265
m01oak02647cC	AT1G32640
m01oak02648CC	AT1G07705
m01oak02649cC	AT3G47690
m01oak02650CC	AT5G39510
m01oak02652cC	AT3G60340
m01oak02653cf	AT5G05670
m01oak02657CT	AT4G35890
m01oak02658cC	AT2G21470
m01oak02665ct	AT4G34190
m01oak02668CF	AT1G48420
m01oak02669cC	AT1G03780
m01oak02671CC	AT1G27530
m01oak02673cC	AT2G01910
m01oak02674Ct	AT1G54780
m01oak02675cf	AT5G57990
m01oak02676cC	AT2G01350
m01oak02678CC	AT5G64130
m01oak02679Ci	AT4G16630
m01oak02683CC	AT4G27600
m01oak02684cC	AT5G11260
m01oak02685CC	AT1G15950
m01oak02686jT	AT5G63840
m01oak02687cC	AT3G11560
m01oak02692cC	AT3G05070
m01oak02693cC	AT4G01100
m01oak02694CC	AT1G68090
m01oak02695cC	AT1G44170
m01oak02696CC	AT1G36050
m01oak02698cC	AT1G55690
m01oak02701cC	AT4G11240
m01oak02703CC	AT5G60490
m01oak02704CC	AT1G03140
m01oak02705cC	AT3G16060
m01oak02707CC	AT3G05000
m01oak02708cf	AT4G27470
m01oak02709CC	AT4G35780
m01oak02710cC	AT1G68530
m01oak02711CF	AT2G26460
m01oak02719cC	AT2G33840
m01oak02721cC	AT5G49070
m01oak02726cC	AT2G17420
m01oak02728CC	AT1G67300
m01oak02729cC	AT5G14680
m01oak02731CC	AT1G24620
m01oak02733cC	AT5G65700
m01oak02734SC	AT1G68590
m01oak02735cC	AT1G32790
m01oak02736cC	AT3G24590
m01oak02737CC	AT1G09760
m01oak02740CC	AT2G42810
m01oak02742cC	AT1G10200
m01oak02743cC	AT3G55360
m01oak02746CC	AT5G47470
m01oak02747ci	AT5G55220
m01oak02748CF	AT3G22200
m01oak02752CC	AT5G23280
m01oak02753cC	AT4G26370
m01oak02754cC	AT5G67130
m01oak02755Ct	AT2G42570
m01oak02757CC	AT4G24440
m01oak02758cC	AT1G63640
m01oak02759Ct	AT5G62530
m01oak02760cC	AT5G23960
m01oak02762cC	AT1G70060
m01oak02764cC	AT5G27740
m01oak02766CC	AT3G54020
m01oak02767cC	AT1G55340
m01oak02770CT	AT1G71220
m01oak02771CC	AT5G48870
m01oak02772CC	AT2G27580
m01oak02773cC	AT1G73430
m01oak02774CT	AT5G50840
m01oak02775cC	AT5G62440
m01oak02776cf	AT2G18600
m01oak02778JC	AT1G76860
m01oak02780CT	AT1G07420
m01oak02785cT	AT5G20130
m01oak02788CI	AT2G02160
m01oak02789cT	AT4G15800
m01oak02791ci	AT5G63120
m01oak02792CC	AT5G10010
m01oak02795cC	AT4G25030
m01oak02797cf	AT5G25510
m01oak02798cf	AT1G47420
m01oak02801CC	AT5G24890
m01oak02803cC	AT1G75670
m01oak02805Ci	AT5G20250
m01oak02808cC	AT3G45640
m01oak02809cC	AT1G77180
m01oak02811cC	AT5G55730
m01oak02812Cf	AT3G44680
m01oak02816CC	AT2G24765
m01oak02817cC	AT5G01220
m01oak02818CC	AT5G58060
m01oak02819CC	AT2G07340
m01oak02820cc	AT2G24590
m01oak02822CC	AT2G37410
m01oak02824cC	AT2G43360
m01oak02825CC	AT3G12760
m01oak02826CC	AT3G20630
m01oak02828cC	AT5G57800
m01oak02829cC	AT1G42990
m01oak02833CF	AT5G60680
m01oak02834cC	AT3G46210
m01oak02837cC	AT2G26800
m01oak02840CM	AT4G28080
m01oak02840CM	AT4G30850
m01oak02843CF	AT1G76140
m01oak02846Ci	AT1G07080
m01oak02851cC	AT2G31670
m01oak02852cC	AT1G17080
m01oak02853cF	AT2G27880
m01oak02855Cc	AT3G61140
m01oak02857jC	AT4G25730
m01oak02859cC	AT1G77840
m01oak02860cC	AT3G17170
m01oak02861CC	AT4G37040
m01oak02862CC	AT3G45600
m01oak02864cC	AT1G56460
m01oak02867cC	AT4G20050
m01oak02868cC	AT1G13380
m01oak02869cC	AT1G31970
m01oak02870cC	AT3G10850
m01oak02871cC	AT4G27280
m01oak02876CC	AT2G26590
m01oak02880cC	AT1G63220
m01oak02881Ct	AT3G63400
m01oak02883Ct	AT4G32330
m01oak02885cC	AT2G34470
m01oak02887cC	AT1G49430
m01oak02888cC	AT1G71260
m01oak02895cF	AT1G45207
m01oak02897CC	AT1G07870
m01oak02898CC	AT2G18570
m01oak02899CC	AT4G16270
m01oak02900cC	AT5G51700
m01oak02901cC	AT5G57120
m01oak02902CC	AT1G47640
m01oak02905CC	AT1G06210
m01oak02907CF	AT4G36760
m01oak02909cC	AT5G38110
m01oak02910jt	AT3G20150
m01oak02912cC	AT2G40600
m01oak02913cC	AT3G14750
m01oak02917CC	AT3G14310
m01oak02919cC	AT1G31420
m01oak02922JC	AT2G31510
m01oak02924cC	AT4G00300
m01oak02928CC	AT3G42170
m01oak02933cC	AT1G79230
m01oak02936CF	AT2G21620
m01oak02938CC	AT5G01710
m01oak02940CC	AT2G28315
m01oak02941ci	AT1G15910
m01oak02942cC	AT2G24360
m01oak02945cC	AT4G30810
m01oak02946cC	AT2G44710
m01oak02947cC	AT2G01290
m01oak02948CC	AT4G05000
m01oak02949CT	AT2G28550
m01oak02954CC	AT3G50685
m01oak02955jC	AT1G67680
m01oak02956JC	AT4G26600
m01oak02957cC	AT2G40660
m01oak02963cF	AT1G43710
m01oak02965CT	AT5G14800
m01oak02966CC	AT5G26780
m01oak02967cC	AT3G14420
m01oak02968cC	AT1G76690
m01oak02969cC	AT1G43670
m01oak02970cC	AT5G44200
m01oak02972CF	AT5G09880
m01oak02974CC	AT5G48250
m01oak02976cC	AT3G09600
m01oak02977cC	AT5G53140
m01oak02979cF	AT3G22790
m01oak02980CC	AT1G32910
m01oak02981cF	AT5G53460
m01oak02982cC	AT3G24420
m01oak02986cC	AT4G10790
m01oak02988cC	AT3G07320
m01oak02989CC	AT3G21640
m01oak02990cc	AT1G30970
m01oak02991cC	AT1G20110
m01oak02992CC	AT5G67380
m01oak02993CC	AT5G56350
m01oak02994CC	AT1G51590
m01oak02995CC	AT2G25910
m01oak02996CC	AT2G37025
m01oak02997JF	AT1G29880
m01oak03001CC	AT3G02420
m01oak03002cC	AT1G16920
m01oak03003cC	AT3G01480
m01oak03006cC	AT5G46280
m01oak03007CC	AT5G63440
m01oak03008cF	AT4G25960
m01oak03014CC	AT4G03100
m01oak03015cF	AT3G48500
m01oak03019CC	AT4G08310
m01oak03020cC	AT1G57820
m01oak03021cF	AT2G01690
m01oak03022cC	AT3G54660
m01oak03025CF	AT2G27950
m01oak03027cC	AT1G03475
m01oak03029cf	AT5G51460
m01oak03033CC	AT5G05210
m01oak03034CC	AT3G54360
m01oak03038CI	AT4G05420
m01oak03039cC	AT4G32180
m01oak03040cC	AT3G50370
m01oak03041cC	AT1G61620
m01oak03042cf	AT4G14110
m01oak03045Ct	AT5G08400
m01oak03047jC	AT1G48620
m01oak03050cC	AT3G49100
m01oak03051CC	AT2G18160
m01oak03054CC	AT1G18170
m01oak03055CC	AT4G39080
m01oak03057cC	AT3G51740
m01oak03058CC	AT1G01140
m01oak03060cf	AT2G22840
m01oak03062CC	AT4G25130
m01oak03063cF	AT4G31200
m01oak03066cC	AT2G36200
m01oak03067cC	AT2G28800
m01oak03070CC	AT1G12570
m01oak03071CC	AT1G16210
m01oak03072CC	AT1G09630
m01oak03074cC	AT4G13590
m01oak03076CC	AT3G04470
m01oak03077Ct	AT5G58740
m01oak03079CC	AT1G73500
m01oak03082CC	AT5G25770
m01oak03083CC	AT3G09890
m01oak03084cC	AT3G16770
m01oak03085CC	AT3G57280
m01oak03088CC	AT2G45260
m01oak03090CC	AT4G16410
m01oak03094CC	AT5G19350
m01oak03096cC	AT3G26780
m01oak03097CC	AT2G40000
m01oak03100CC	AT1G11820
m01oak03101CC	AT5G63670
m01oak03102cc	AT4G08350
m01oak03103CC	AT4G34270
m01oak03104jC	AT5G54110
m01oak03108CC	AT5G21090
m01oak03109CF	AT2G47420
m01oak03110CC	AT3G04780
m01oak03111Ct	AT1G20030
m01oak03112Ct	AT5G23140
m01oak03113cC	AT1G60170
m01oak03114cT	AT3G55260
m01oak03115CC	AT1G11680
m01oak03116cC	AT5G19450
m01oak03119Ci	AT1G73720
m01oak03120JC	AT5G23630
m01oak03122CI	AT1G69390
m01oak03123CT	AT3G23600
m01oak03124CC	AT3G46560
m01oak03125cC	AT1G48405
m01oak03126cC	AT4G29870
m01oak03129CC	AT1G04530
m01oak03132CC	AT3G54340
m01oak03133cC	AT1G18450
m01oak03134cC	AT1G34000
m01oak03136cC	AT1G71900
m01oak03139CC	AT1G06460
m01oak03142cC	AT5G53170
m01oak03145CC	AT4G28730
m01oak03147cC	AT5G67260
m01oak03149CT	AT5G11700
m01oak03150cF	AT1G66340
m01oak03152CC	AT5G44210
m01oak03153Ct	AT4G20380
m01oak03157cC	AT1G21690
m01oak03159JF	AT3G19720
m01oak03160cF	AT1G36280
m01oak03161cC	AT4G38890
m01oak03162cF	AT2G42520
m01oak03163cC	AT1G71840
m01oak03165cF	AT2G26730
m01oak03167CC	AT5G65270
m01oak03168cF	AT2G01600
m01oak03169CC	AT5G60160
m01oak03170cf	AT3G59530
m01oak03172cC	AT2G18510
m01oak03174CC	AT4G03120
m01oak03178CC	AT5G63980
m01oak03180cC	AT5G51830
m01oak03182cC	AT1G74450
m01oak03183cC	AT1G62390
m01oak03186CC	AT2G45530
m01oak03188ci	AT5G58640
m01oak03193cC	AT2G35630
m01oak03194ct	AT3G61870
m01oak03195Ct	AT1G09330
m01oak03196CC	AT2G33740
m01oak03198cF	AT4G09980
m01oak03199CC	AT1G80360
m01oak03200CC	AT3G18830
m01oak03202CC	AT5G10770
m01oak03206cC	AT2G43630
m01oak03208cC	AT4G28400
m01oak03209cC	AT3G13060
m01oak03212cC	AT5G20070
m01oak03214CC	AT3G09350
m01oak03216cC	AT3G51610
m01oak03219cC	AT1G26740
m01oak03225CC	AT4G10920
m01oak03226CI	AT2G35040
m01oak03227CC	AT2G17990
m01oak03229cF	AT3G53570
m01oak03232cC	AT5G58720
m01oak03233cF	AT1G64660
m01oak03235CC	AT4G14930
m01oak03237CC	AT4G34412
m01oak03238cC	AT2G37060
m01oak03240CC	AT3G09740
m01oak03242cC	AT4G18950
m01oak03244cC	AT5G53045
m01oak03245cC	AT1G06190
m01oak03248cC	AT3G11210
m01oak03253CC	AT2G30880
m01oak03254cT	AT5G18110
m01oak03255cC	AT1G09160
m01oak03256cC	AT1G28200
m01oak03257CF	AT3G62360
m01oak03259Ct	AT3G21200
m01oak03261cC	AT1G65840
m01oak03262cc	AT4G02715
m01oak03263cC	AT1G09810
m01oak03266CC	AT5G44650
m01oak03269cC	AT5G18250
m01oak03271cC	AT4G28250
m01oak03275cC	AT5G24300
m01oak03276jC	AT4G02880
m01oak03277CC	AT3G13220
m01oak03278CC	AT3G12170
m01oak03279Ct	AT2G27230
m01oak03285cC	AT4G39460
m01oak03286Ct	AT5G11280
m01oak03287cC	AT5G52640
m01oak03292JC	AT1G77590
m01oak03293cC	AT4G20170
m01oak03294CC	AT5G43750
m01oak03300cC	AT3G61620
m01oak03301CC	AT5G53180
m01oak03302cC	AT5G66060
m01oak03304cF	AT3G54220
m01oak03305cC	AT1G76990
m01oak03306cC	AT1G52980
m01oak03307CC	AT3G61830
m01oak03308CC	AT2G13540
m01oak03309CI	AT4G02680
m01oak03310CC	AT2G15790
m01oak03311CC	AT4G04210
m01oak03312cf	AT1G63690
m01oak03314cC	AT5G19400
m01oak03315cC	AT2G14910
m01oak03316CF	AT5G61240
m01oak03317CC	AT5G20280
m01oak03319cC	AT3G44330
m01oak03320CF	AT4G35580
m01oak03322cC	AT3G58660
m01oak03324cC	AT3G61600
m01oak03326CC	AT5G13300
m01oak03327JF	AT3G24480
m01oak03328ct	AT5G01020
m01oak03329CC	AT1G58440
m01oak03331CC	AT2G26910
m01oak03332cM	AT5G43745
m01oak03337cC	AT1G02090
m01oak03339cC	AT1G68070
m01oak03344CC	AT5G13960
m01oak03345cC	AT3G18680
m01oak03346CC	AT2G16440
m01oak03348Cf	AT4G20440
m01oak03356cT	AT5G12190
m01oak03357cC	AT5G53120
m01oak03358CC	AT3G21240
m01oak03362cC	AT1G15000
m01oak03363cC	AT4G15900
m01oak03364CC	AT1G80460
m01oak03367cC	AT2G37510
m01oak03368CC	AT3G03800
m01oak03369CC	AT4G03270
m01oak03371CC	AT1G73940
m01oak03373cC	AT3G08947
m01oak03377cC	AT3G56740
m01oak03379cC	AT2G16640
m01oak03382Ct	AT1G60080
m01oak03384cC	AT5G12250
m01oak03387cC	AT1G14360
m01oak03388cC	AT1G12800
m01oak03390CC	AT4G02060
m01oak03391CC	AT5G14240
m01oak03392cC	AT4G15630
m01oak03395cC	AT1G09790
m01oak03397cC	AT5G66170
m01oak03398CC	AT2G06990
m01oak03400cC	AT3G02870
m01oak03403Ct	AT1G47820
m01oak03404cC	AT1G14830
m01oak03408cf	AT2G38560
m01oak03410cC	AT5G19330
m01oak03411cC	AT3G57610
m01oak03413CC	AT1G26761
m01oak03415CC	AT1G76510
m01oak03417cC	AT3G56370
m01oak03418CC	AT4G34880
m01oak03420cC	AT1G48750
m01oak03422cC	AT1G75660
m01oak03424cC	AT4G39900
m01oak03425cC	AT3G45780
m01oak03426cC	AT2G37570
m01oak03429CC	AT2G26640
m01oak03430cC	AT3G07680
m01oak03432cf	AT5G58950
m01oak03436CC	AT2G39950
m01oak03437cf	AT5G42090
m01oak03439cc	AT4G31120
m01oak03440cC	AT3G23820
m01oak03441cF	AT1G25220
m01oak03442cf	AT3G19460
m01oak03443cC	AT3G25910
m01oak03445CC	AT1G75560
m01oak03446SC	AT1G36980
m01oak03447CC	AT4G24680
m01oak03449CT	AT4G21710
m01oak03452cC	AT5G59410
m01oak03454cC	AT5G11710
m01oak03456cf	AT5G66530
m01oak03458CC	AT2G23070
m01oak03459CC	AT1G50500
m01oak03463CC	AT2G31660
m01oak03465CT	AT3G16290
m01oak03468jC	AT3G49990
m01oak03471jC	AT1G08010
m01oak03475cC	AT4G02500
m01oak03477cC	AT1G68220
m01oak03480cC	AT3G11402
m01oak03484cC	AT1G24490
m01oak03485CC	AT2G34640
m01oak03486CC	AT3G49720
m01oak03487cC	AT3G12480
m01oak03488cT	AT5G42330
m01oak03490CC	AT4G27080
m01oak03491cC	AT4G31420
m01oak03492cC	AT1G21080
m01oak03493cC	AT3G58560
m01oak03496CC	AT4G33400
m01oak03497CC	AT5G02270
m01oak03500cC	AT4G01560
m01oak03507CC	AT3G17880
m01oak03508CC	AT3G54000
m01oak03509CC	AT2G22400
m01oak03510cC	AT3G53720
m01oak03513cC	AT3G01180
m01oak03517CC	AT3G26100
m01oak03519CC	AT3G13990
m01oak03522CC	AT5G06440
m01oak03525cC	AT3G56460
m01oak03527cC	AT1G67850
m01oak03528Cf	AT3G13440
m01oak03533CC	AT1G80000
m01oak03537JC	AT5G48370
m01oak03540cC	AT5G44635
m01oak03541CC	AT1G80840
m01oak03543SC	AT5G57870
m01oak03547CC	AT1G16860
m01oak03548cC	AT3G15880
m01oak03550cC	AT4G34730
m01oak03551CC	AT1G50460
m01oak03552CF	AT5G06160
m01oak03553cC	AT3G24430
m01oak03554cC	AT5G22000
m01oak03555cT	AT3G63170
m01oak03556cC	AT1G47830
m01oak03557cC	AT3G01150
m01oak03559Cz	AT5G17165
m01oak03560Ct	AT5G53750
m01oak03564CC	AT3G05545
m01oak03565cm	AT5G08020
m01oak03568cC	AT5G14590
m01oak03569CC	AT1G11600
m01oak03570JT	AT5G65960
m01oak03571Cf	AT3G16310
m01oak03572cF	AT1G43690
m01oak03573cf	AT1G14650
m01oak03574CC	AT4G17500
m01oak03575jC	AT4G08920
m01oak03577cC	AT1G03360
m01oak03581cC	AT2G17790
m01oak03583CF	AT2G27290
m01oak03584cF	AT1G52770
m01oak03585cC	AT2G33560
m01oak03586CC	AT5G14250
m01oak03587CC	AT5G64816
m01oak03589CC	AT3G20920
m01oak03590CC	AT1G72770
m01oak03592CC	AT4G14880
m01oak03593CC	AT4G37470
m01oak03597JC	AT4G27585
m01oak03599CT	AT5G21160
m01oak03602CC	AT4G36480
m01oak03605CC	AT5G08450
m01oak03606cC	AT2G43770
m01oak03608CF	AT1G30620
m01oak03612cC	AT5G65260
m01oak03616cC	AT3G50830
m01oak03619Ct	AT3G62220
m01oak03620cC	AT2G37150
m01oak03621CC	AT2G16060
m01oak03622CC	AT1G04030
m01oak03623JC	AT3G19740
m01oak03624cC	AT5G17230
m01oak03625cC	AT1G74910
m01oak03627CC	AT4G23650
m01oak03629cf	AT1G63930
m01oak03633cC	AT2G23380
m01oak03634cC	AT2G20060
m01oak03635CF	AT4G18960
m01oak03638jC	AT4G35850
m01oak03639cC	AT5G66590
m01oak03642CC	AT1G26110
m01oak03644cC	AT5G16880
m01oak03648JC	AT5G06140
m01oak03649CC	AT5G15350
m01oak03650CC	AT2G38670
m01oak03651CC	AT1G26300
